rank,uid,username,type,accompany,medal_name,medal_level
1,21815500,令堂翱翔,提督,82,薇我50,41
2,88830022,糖加小酥,提督,83,薇我50,37
3,500926970,啾哩の小鸟,舰长,1405,薇我50,41
4,35954316,断桥九色鹿liner,舰长,1422,薇我50,40
5,6417028,学渣只能说一句花Q,舰长,1112,薇我50,40
6,3488947,翲雪,舰长,770,薇我50,39
7,20623283,魔龙幻象,舰长,738,薇我50,38
8,1930614,非晴-,舰长,1272,薇我50,37
9,513364,AquaARIA,舰长,1201,薇我50,37
10,2021813,憨咸玉,舰长,1203,薇我50,37
11,86948494,邪眼断罪真君,舰长,602,薇我50,36
12,36803580,苏清璇omo,舰长,1568,薇我50,36
13,38267109,寒将学,舰长,1286,薇我50,35
14,486618176,唯爱-金克丝,舰长,1259,薇我50,35
15,44539694,落晓星垂,舰长,711,薇我50,35
16,33909726,知丶薇,舰长,1318,薇我50,35
17,13618274,到处逛gai的织月_邪夜,舰长,674,薇我50,34
18,7655747,Maki-Lucky,舰长,848,薇我50,34
19,4725013,Lin嚯嚯从小就是大冤种,舰长,720,薇我50,34
20,105294017,YNC小影子,舰长,447,薇我50,34
21,88069932,啵啵语默yumo,舰长,879,薇我50,34
22,188407581,等枫的秋sigma,舰长,964,薇我50,34
23,24331924,渡劫老咸鱼,舰长,1123,薇我50,34
24,1666610463,達尼克斯,舰长,1010,薇我50,34
25,204323021,老实の锅包又,舰长,1259,薇我50,33
26,33039475,来自地狱魅影,舰长,914,薇我50,33
27,31260366,yy猫咪的日常,舰长,478,薇我50,33
28,30588204,wbl00,舰长,645,薇我50,33
29,29117,巫女猎人,舰长,1160,薇我50,33
30,215160355,龍腾萬裏,舰长,490,薇我50,33
31,15016606,地狱掌管者-路西法,舰长,878,薇我50,33
32,13038645,回忆的熊孩子,舰长,1065,薇我50,33
33,175445590,过路人333,舰长,830,薇我50,33
34,2158592,AntimonyRA,舰长,1037,薇我50,33
35,65438110,瘟疫3,舰长,795,薇我50,33
36,520950948,-墨终-,舰长,627,薇我50,33
37,1276746344,爱莉希雅nya,舰长,1092,薇我50,33
38,1887203,漆黑小透明,舰长,814,薇我50,33
39,11154077,-逍遥哈利-,舰长,825,薇我50,33
40,284241412,市场调研员,舰长,796,薇我50,33
41,261020,绯の亚莉亚,舰长,338,薇我50,33
42,224567449,童山闻颜,舰长,881,薇我50,32
43,3665701,黑腹小萝莉,舰长,747,薇我50,32
44,110366,Melody一野猫,舰长,698,薇我50,32
45,301640080,压力史莱姆,舰长,548,薇我50,32
46,672722632,亿穷二白王道长,舰长,400,薇我50,32
47,38403401,珍惜未来,舰长,885,薇我50,32
48,8657762,金Au银Ag,舰长,949,薇我50,32
49,1413795259,花飞花影,舰长,221,薇我50,32
50,500015824,明阅清风,舰长,496,薇我50,32
51,34936482,可爱多一点的小可爱,舰长,775,薇我50,32
52,66909349,通りすがりの卡面来打,舰长,217,薇我50,32
53,92484205,依旧是那片羽,舰长,806,薇我50,32
54,352626239,跳楼投简历,舰长,218,薇我50,32
55,3221225,Sailaphair,舰长,627,薇我50,32
56,365247143,穆-夏,舰长,837,薇我50,32
57,76557065,昔日猖狂,舰长,377,薇我50,31
58,1418947,腊鸡玲珑_躺平中,舰长,472,薇我50,31
59,3493259942824884,是落零哟,舰长,115,薇我50,31
60,7345183,无知的弟弟,舰长,548,薇我50,31
61,44477862,梦镜のら,舰长,455,薇我50,31
62,266220921,羽飘漂,舰长,459,薇我50,31
63,271865349,花果山吗喽小阿凌,舰长,370,薇我50,31
64,157504414,虾滑馅鱼之咸,舰长,411,薇我50,31
65,59632957,纯白鸢尾,舰长,562,薇我50,31
66,20344258,夜火的余烬,舰长,669,薇我50,31
67,26164174,头像是我老婆都不许抢,舰长,176,薇我50,31
68,119549172,桜小路瑞希,舰长,580,薇我50,31
69,286681,焚风浩克,舰长,628,薇我50,31
70,34639269,Sam-_-_-,舰长,369,薇我50,31
71,919906,怜怜_Official,舰长,532,薇我50,31
72,441175327,终南苍云-棉花糖,舰长,303,薇我50,31
73,142346059,真寻酱又被撅了,舰长,261,薇我50,30
74,535542637,ulsmallzhou,舰长,494,薇我50,30
75,15306134,亡雨轩,舰长,399,薇我50,30
76,33902990,米可多的老公粉黑初音,舰长,366,薇我50,30
77,51989914,S-K-Y-beta,舰长,338,薇我50,30
78,3546665562671221,米里不是米格,舰长,464,薇我50,30
79,102413528,汪情许爱今生缘,舰长,532,薇我50,30
80,3546707608472248,英之胜刃,舰长,279,薇我50,30
81,3886831,白色の契约,舰长,99,薇我50,30
82,32412612,下雨带刀不打伞,舰长,370,薇我50,30
83,1952581820,晒太阳德萝卜,舰长,248,薇我50,30
84,166737838,风忆清浅丶,舰长,502,薇我50,30
85,3493290353625201,CrazyFeng绝逢,舰长,167,薇我50,30
86,7640597,空灬白丶采佩西,舰长,322,薇我50,30
87,645910106,炁海循风,舰长,344,薇我50,30
88,26520322,凛冬-乐乐,舰长,262,薇我50,29
89,375831015,广武大蟑螂,舰长,253,薇我50,29
90,435628439,玥之力,舰长,278,薇我50,29
91,11038787,无始虚空,舰长,158,薇我50,29
92,502759263,Y魇_魇Y,舰长,219,薇我50,29
93,295283958,黎_明_樱,舰长,168,薇我50,29
94,2399315,雙轉輪迴,舰长,248,薇我50,29
95,32849738,古月鸟Cramorant,舰长,312,薇我50,29
96,3546824000407733,璃星璇,舰长,326,薇我50,29
97,1077377920,安东喵没脑子,舰长,181,薇我50,28
98,76648977,血魔之渊,舰长,190,薇我50,28
99,2670739,一般路过的假面礼拜liu,舰长,283,薇我50,28
100,97696538,琅琊张子云,舰长,91,薇我50,28
101,3494363860568548,重月dop,舰长,107,薇我50,28
102,357368,小北是真姬厨,舰长,164,薇我50,28
103,1412923,爱与正义的反派,舰长,196,薇我50,28
104,240594618,姜山石头人,舰长,166,薇我50,27
105,252286361,大逗比FBC,舰长,98,薇我50,27
106,33540376,镜中觅己,舰长,103,薇我50,27
107,493895182,伊扎克斯621,舰长,107,薇我50,27
108,58181607,苏玖汣等奈奈,舰长,214,薇我50,27
