rank,uid,username,type,accompany,medal_name,medal_level
1,2670739,一般路过的假面礼拜liu,提督,342,薇我50,32
2,6417028,学渣只能说一句花Q,舰长,1171,薇我50,42
3,500926970,啾哩の小鸟,舰长,1464,薇我50,41
4,21815500,令堂翱翔,舰长,141,薇我50,41
5,35954316,断桥九色鹿liner,舰长,1481,薇我50,40
6,3488947,翲雪,舰长,829,薇我50,39
7,20623283,魔龙幻象,舰长,797,薇我50,38
8,88830022,糖加小酥,舰长,142,薇我50,37
9,513364,AquaARIA,舰长,1260,薇我50,37
10,2021813,憨咸玉,舰长,1262,薇我50,37
11,86948494,邪眼断罪真君,舰长,661,薇我50,37
12,36803580,苏清璇omo,舰长,1627,薇我50,36
13,38267109,寒将学,舰长,1332,薇我50,35
14,486618176,唯爱-金克丝,舰长,1318,薇我50,35
15,44539694,落晓星垂,舰长,770,薇我50,35
16,33909726,知丶薇,舰长,1377,薇我50,35
17,13618274,到处逛gai的织月_邪夜,舰长,733,薇我50,35
18,7655747,Maki-Lucky,舰长,907,薇我50,35
19,4725013,Lin嚯嚯从小就是大冤种,舰长,779,薇我50,34
20,88069932,啵啵语默yumo,舰长,938,薇我50,34
21,24331924,渡劫老咸鱼,舰长,1182,薇我50,34
22,140650247,岚狄9045,舰长,818,薇我50,34
23,105294017,YNC小影子,舰长,506,薇我50,34
24,1666610463,達尼克斯,舰长,1060,薇我50,34
25,34549812,三速红翼,舰长,933,薇我50,34
26,29117,巫女猎人,舰长,1219,薇我50,34
27,30588204,wbl00,舰长,704,薇我50,34
28,215160355,龍腾萬裏,舰长,549,薇我50,34
29,204323021,老实の锅包又,舰长,1318,薇我50,34
30,31260366,yy猫咪的日常,舰长,537,薇我50,34
31,33039475,来自地狱魅影,舰长,973,薇我50,34
32,520950948,-墨终-,舰长,686,薇我50,34
33,15016606,地狱掌管者-路西法,舰长,937,薇我50,34
34,65438110,瘟疫3,舰长,854,薇我50,34
35,1413795259,花飞花影,舰长,280,薇我50,34
36,66909349,通りすがりの卡面来打,舰长,276,薇我50,33
37,19532424,是四不是死的四兔子,舰长,698,薇我50,33
38,2158592,AntimonyRA,舰长,1096,薇我50,33
39,13038645,回忆的熊孩子,舰长,1124,薇我50,33
40,175445590,过路人333,舰长,889,薇我50,33
41,1887203,漆黑小透明,舰长,873,薇我50,33
42,26164174,头像是我老婆都不许抢,舰长,235,薇我50,33
43,480603815,凤顗,舰长,763,薇我50,33
44,108038351,泽云熙海,舰长,702,薇我50,33
45,284241412,市场调研员,舰长,855,薇我50,33
46,672722632,亿穷二白王道长,舰长,459,薇我50,33
47,500015824,明阅清风,舰长,553,薇我50,33
48,14121293,-悠乐美-,舰长,352,薇我50,33
49,3665701,黑腹小萝莉,舰长,806,薇我50,33
50,11154077,-逍遥哈利-,舰长,884,薇我50,33
51,301640080,压力史莱姆,舰长,607,薇我50,33
52,224567449,童山闻颜,舰长,940,薇我50,33
53,38403401,珍惜未来,舰长,944,薇我50,33
54,110366,Melody一野猫,舰长,757,薇我50,33
55,261020,绯の亚莉亚,舰长,397,薇我50,33
56,8657762,金Au银Ag,舰长,1008,薇我50,32
57,352626239,跳楼投简历,舰长,275,薇我50,32
58,34936482,可爱多一点的小可爱,舰长,834,薇我50,32
59,18256506,雪乃结衣,舰长,269,薇我50,32
60,392082420,V圈守墓人-逆风21314号,舰长,763,薇我50,32
61,92484205,依旧是那片羽,舰长,865,薇我50,32
62,3886831,白色の契约,舰长,158,薇我50,32
63,271865349,花果山吗喽小阿凌,舰长,429,薇我50,32
64,1418947,腊鸡玲珑_躺平中,舰长,531,薇我50,32
65,76557065,昔日猖狂,舰长,436,薇我50,32
66,3221225,Sailaphair,舰长,686,薇我50,32
